Bin1,Bin2,Bin3,Bin4,Bin5,genes,q_value,p_value
0.00011074,0.00019873,0.00022223,0.00011032,6.5601e-05,Efemp1,0.00809671517758163,0.00013244
3.0567e-05,5.5166e-05,4.0852e-05,4.1226e-05,5.1021e-05,Dlgap4,0.0354277140245285,0.001159
0.00020914,0.000195,0.00016206,0.00018929,0.00026742,Fbxo2,0.156950349544615,0.018251
1.1483e-05,1.0797e-05,1.0829e-05,9.5627e-06,9.0519e-06,mt-Atp6,0.0936978795558886,0.0056847
2.576e-06,2.1598e-06,2.3249e-06,2.3418e-06,2.0103e-06,mt-Atp8,0.145003311845695,0.015094
0.00027771,0.00037517,0.00045133,0.00028331,0.00033425,Atp6ap2,0.192252659612978,0.028809
0.00029714,0.00023931,0.00026902,0.000228,0.00016891,Gm26917,0.00750010709814533,0.00011771
0.00012813,8.0792e-05,8.269e-05,0.00016989,0.00011771,Cep85l,0.112908552172666,0.008328
0.0003493,0.00038598,0.00042387,0.00038172,0.00026679,Nat8f1,0.0757277051993521,0.0037961
0.00015389,0.00012135,0.00022498,0.00012887,0.0001152,Kcnj10,0.130006605144892,0.011848
0.00010089,0.00015948,0.00015202,0.00010147,7.1289e-05,Miga2,0.199412284782462,0.031693
8.0614e-05,8.642e-05,8.9058e-05,9.186e-05,3.5159e-05,Aox1,0.12654192852087,0.010801
0.00021635,0.00028642,0.00026634,0.00025968,0.00023624,Ttyh2,0.193460593652655,0.029516
0.00010546,0.00012288,0.00012113,9.7428e-05,6.5141e-05,Tmf1,0.0140715109836571,0.0003055
6.0059e-05,8.2709e-05,6.9025e-05,6.5828e-05,7.1179e-05,Npas3,0.0650905261753031,0.0028263
0.00010692,0.00015262,0.00012302,8.0958e-05,8.226e-05,Ip6k2,0.0768294607148626,0.0040215
5.6552e-05,0.00011159,6.0255e-05,6.9733e-05,9.6527e-05,Plod3,0.0411027255477816,0.001418
0.00036838,0.00054034,0.00047888,0.00040996,0.00024516,Apln,0.00551039411307682,8.0302e-05
1.0178e-06,5.8932e-07,7.1007e-07,9.6278e-07,1.9038e-06,Gm21596,0.102934009037542,0.0069748
0.00026194,0.00031728,0.00040823,0.00029674,0.00027406,Kcnip3,0.107428736516977,0.0077754
4.846e-05,4.3201e-05,6.1119e-05,5.8122e-05,3.9135e-05,Dagla,0.183298273596418,0.025652
0.030407,0.029193,0.026773,0.028521,0.034688,Apoe,7.95594172432799e-07,3.5152e-09
0.00037422,0.0004427,0.00046042,0.00043342,0.00040726,Tmx2,0.105616977283858,0.0074444
0.000324,0.00031755,0.0003455,0.00037995,0.00039655,Pik3ip1,0.068823270754392,0.003234
9.0563e-05,0.00011916,0.0001374,0.00010779,7.5209e-05,Arhgap26,0.163654659803724,0.019566
